num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status,k3
10,26,0,3,15,3,3,6,0,60,1140715,1,60,60,1,1,1,2
11,171,0,4,16,1,6,7,40,40,1140756,1,40,80,1,0.56140351,1,2
10,175,4,5,8,0,3,4,0,0,1140764,1,0,0,1,0.77142857,1,2
12,139,7,17,10,0,2,5,52,15,1140806,1,15,67,1,0.96402878,1,2
14,37,0,6,13,0,2,10,60,70,1140848,1,70,130,0,0.45945946,1,0
13,263,4,5,14,1,4,6,45,0,1140889,1,0,45,1,0.63498099,1,2
8,14,7,0,12,0,1,1,0,30,1140905,1,30,30,1,0.78571429,2,2
12,46,0,4,17,1,2,12,32,0,1140913,1,0,32,1,0.54347826,1,2
11,182,11,1,13,0,3,5,50,0,1140954,1,0,50,1,0.95604396,1,2
15,167,8,8,13,0,3,6,40,24,1140962,1,24,64,1,0.71856287,1,2
8,72,2,0,12,0,1,3,0,0,1140996,1,0,0,1,0.93055556,1,2
8,210,0,0,17,2,3,6,40,38,1141002,1,38,78,0,0.42380952,1,0
12,114,17,14,12,0,2,6,0,0,1141036,1,0,0,1,0.73684211,1,2
9,108,0,0,14,1,3,8,40,40,1141069,1,40,80,1,0.62962963,1,2
10,61,1,3,10,1,2,5,46,0,1141085,1,0,46,1,0.85245902,1,2
6,104,0,0,13,0,2,2,0,16,1141119,1,16,16,1,0.875,1,2
11,203,4,0,18,2,5,10,0,0,1141150,1,0,0,1,0.81280788,1,2
12,28,3,2,15,0,1,2,0,0,1141168,1,0,0,1,0.64285714,1,2
12,40,0,0,17,1,5,4,40,0,1141218,1,0,40,1,0.6,3,2
10,185,7,9,12,1,3,5,0,0,1141226,1,0,0,1,0.88648649,1,2
12,101,0,0,20,1,1,5,0,50,1141259,1,50,50,1,0.74257426,1,2
12,126,8,31,13,0,2,7,0,0,1141317,1,0,0,1,0.76984127,1,2
12,85,3,4,8,0,2,1,0,0,1141382,1,0,0,1,0.94117647,1,2
12,159,0,0,16,0,4,9,50,0,1141390,1,0,50,1,0.57861635,1,2
8,235,0,1,12,1,4,5,50,0,1141408,1,0,50,0,0.41702128,1,0
14,129,5,1,16,0,2,8,40,25,1141416,1,25,65,1,0.76744186,1,2
5,331,0,0,13,0,4,2,0,40,1141432,1,40,40,1,0.74320242,2,2
8,80,3,1,7,0,1,3,0,0,1141440,1,0,0,0,0.3125,1,0
12,116,9,0,8,0,2,4,40,0,1141457,1,0,40,1,0.56896552,1,2
10,80,0,3,10,0,2,5,30,40,1141473,1,40,70,0,0.2375,1,0
11,61,0,2,9,1,1,6,0,0,1141507,1,0,0,1,0.90163934,1,2
14,128,6,23,15,0,4,6,55,0,1141515,1,0,55,1,0.78125,1,2
14,130,10,3,18,0,4,5,40,20,1141564,1,20,60,1,0.84615385,1,2
16,85,0,0,13,1,3,9,50,37,1141606,1,37,87,1,0.63529412,1,2
10,60,2,41,13,0,4,5,60,16,1141614,1,16,76,1,0.96666667,1,2
13,224,0,3,16,1,5,10,50,16,1141622,1,16,66,1,0.74107143,1,2
8,25,7,4,6,1,2,3,0,0,1141697,1,0,0,1,0.84,1,2
11,105,4,1,9,0,1,4,0,25,1141705,1,25,25,1,0.74285714,1,2
10,14,1,0,12,0,1,2,0,20,1141721,1,20,20,0,0.5,1,0
14,137,6,10,10,2,4,8,40,50,1141747,1,50,90,1,0.90510949,1,2
10,124,1,5,13,0,4,6,0,0,1141762,1,0,0,1,0.73387097,1,2
8,127,10,7,10,1,2,3,30,0,1141903,1,0,30,1,0.66141732,1,2
11,220,2,13,17,0,2,6,0,0,1141911,1,0,0,1,0.88181818,1,2
2,125,2,0,12,0,1,3,0,40,1142026,1,40,40,1,0.736,2,2
11,137,2,5,12,0,2,4,24,13,1142042,1,13,37,1,0.69343066,1,2
10,132,8,15,13,1,2,9,30,40,1142059,1,40,70,0,0.49242424,1,0
8,16,8,1,10,0,2,3,0,0,1142109,1,0,0,0,0.3125,1,0
4,125,2,1,11,1,2,5,0,0,1142141,1,0,0,1,0.648,1,2
11,172,7,5,12,0,2,3,0,0,1142158,1,0,0,1,0.78488372,1,2
12,21,4,0,12,0,1,4,60,0,1142166,1,0,60,1,0.66666667,2,2
14,94,0,0,20,0,3,12,40,0,1142208,1,0,40,1,0.80851064,1,2
14,515,1,1,10,1,4,5,40,0,1142257,1,0,40,1,0.77475728,1,2
14,284,0,9,14,1,4,8,40,40,1142265,1,40,80,1,0.54577465,1,2
2,227,4,2,6,0,2,2,0,0,1142299,1,0,0,1,0.79735683,2,2
12,163,14,0,12,1,4,6,45,20,1142307,1,20,65,0,0.45398773,1,0
8,71,3,6,12,0,1,3,0,30,1142356,1,30,30,1,0.92957746,1,2
4,37,2,0,7,0,1,1,0,0,1142364,1,0,0,0,0.48648649,1,0
10,148,8,3,12,0,2,3,0,0,1142380,1,0,0,1,0.83783784,1,2
10,36,4,7,12,0,1,3,0,40,1142398,1,40,40,1,0.91666667,1,2
14,162,31,11,19,1,4,8,40,12,1142430,1,12,52,1,0.72839506,1,2
6,219,7,14,17,0,2,7,0,0,1142448,1,0,0,1,0.74429224,1,2
10,49,1,27,13,0,1,3,0,0,1142455,1,0,0,1,0.97959184,1,2
8,55,10,7,8,3,1,3,0,7,1142463,1,7,7,1,0.81818182,1,2
4,131,6,0,12,0,3,5,20,40,1142513,1,40,60,1,0.81679389,2,2
10,94,2,3,15,0,3,8,50,24,1142539,1,24,74,0,0.46808511,1,0
14,66,12,8,20,0,1,3,0,0,1142547,1,0,0,1,0.74242424,1,2
13,137,11,0,13,0,2,3,0,0,1142562,1,0,0,1,0.67153285,1,2
12,129,9,11,18,1,3,5,50,0,1142588,1,0,50,1,0.62790698,1,2
5,56,9,2,11,0,1,2,0,0,1142604,1,0,0,1,0.96428571,1,2
12,44,4,0,16,0,2,3,25,0,1142612,1,0,25,1,0.79545455,1,2
14,154,4,2,16,1,2,3,0,0,1142653,1,0,0,1,0.58441558,1,2
10,193,2,7,14,0,4,5,40,12,1142687,1,12,52,1,0.59067358,1,2
13,436,5,48,16,0,2,10,60,45,1142695,1,45,105,1,0.82798165,1,2
4,50,13,0,6,0,2,5,0,0,1142711,1,0,0,1,0.9,3,2
12,37,6,0,17,0,2,7,40,45,1142760,1,45,85,0,0.10810811,1,0
7,198,2,8,12,1,2,3,0,45,1142778,1,45,45,1,0.79292929,2,2
9,129,3,1,15,1,3,9,60,45,1142851,1,45,105,0,0.46511628,1,0
12,170,0,1,18,0,3,5,45,0,1142901,1,0,45,1,0.60588235,1,2
14,156,0,0,15,0,4,4,0,44,1142919,1,44,44,1,0.82051282,1,2
5,34,0,4,7,1,1,6,0,38,1142943,1,38,38,1,0.76470588,1,2
6,28,4,0,13,0,1,3,0,0,1142950,1,0,0,1,1,1,2
8,138,9,10,12,0,6,4,80,0,1143107,1,0,80,0,0.42753623,1,0
2,105,11,1,4,0,2,2,24,0,1143115,1,0,24,1,0.72380952,1,2
10,135,0,0,10,0,3,5,40,40,1143156,1,40,80,1,0.62222222,2,2
14,162,0,0,13,0,4,11,45,5,1143271,1,5,50,1,0.77160494,1,2
13,363,0,38,17,1,2,11,50,0,1143289,1,0,50,1,0.8677686,1,2
8,108,4,1,12,1,1,3,0,36,1143305,1,36,36,1,0.52777778,1,2
8,86,8,0,10,0,2,3,0,0,1143339,1,0,0,1,0.8372093,1,2
8,215,11,1,13,0,3,2,0,0,1143347,1,0,0,1,0.57674419,1,2
12,171,0,0,10,1,4,5,70,30,1143438,1,30,100,1,0.81871345,1,2
14,494,6,18,15,0,7,11,0,0,1143503,1,0,0,1,0.96153846,1,2
12,104,11,5,8,1,1,3,0,0,1143511,1,0,0,1,0.90384615,1,2
11,121,3,20,13,0,2,7,50,0,1143560,1,0,50,1,1,1,2
13,65,1,22,15,2,4,10,40,40,1143602,1,40,80,1,0.67692308,1,2
11,96,0,10,13,0,2,3,56,4,1143677,1,4,60,1,0.8125,1,2
7,92,13,10,14,0,6,3,40,36,1143701,1,36,76,1,0.95652174,1,2
12,81,10,4,10,1,2,7,40,0,1143750,1,0,40,1,0.67901235,1,2
10,129,2,0,9,0,1,2,0,0,1143867,1,0,0,1,0.86821705,1,2
7,174,12,3,10,0,2,2,0,0,1143925,1,0,0,1,0.87931034,1,2
8,18,3,11,12,0,1,2,0,0,1143982,1,0,0,1,0.66666667,1,2
12,166,0,9,14,0,2,8,56,60,1144048,1,60,116,1,0.80722892,1,2
9,115,4,3,10,0,4,6,40,40,1144063,1,40,80,1,0.5826087,1,2
10,42,3,0,14,0,5,5,43,25,1144071,1,25,68,1,0.71428571,1,2
5,60,0,1,12,0,2,4,0,36,1144113,1,36,36,1,0.6,2,2
5,66,2,0,8,1,3,2,50,40,1144139,1,40,90,1,0.72727273,2,2
12,113,10,0,15,0,4,7,40,40,1144170,1,40,80,0,0.34513274,1,0
10,1440,0,11,10,0,2,4,0,0,1144188,1,0,0,1,0.9875,1,2
8,189,10,32,12,0,2,12,45,0,1144196,1,0,45,1,0.73544974,1,2
10,60,7,1,19,0,3,4,40,0,1144220,1,0,40,1,0.7,1,2
12,102,1,8,14,1,4,6,40,24,1144410,1,24,64,1,0.83333333,1,2
11,216,13,4,13,0,4,4,40,50,1144444,1,50,90,1,0.69907407,1,2
14,225,0,0,17,1,4,5,40,16,1144451,1,16,56,1,0.80444444,1,2
8,44,0,0,12,1,1,2,0,18,1144469,1,18,18,1,0.88636364,1,2
6,184,2,0,16,4,4,5,60,24,1144477,1,24,84,1,0.73913043,1,2
10,128,22,1,17,1,2,7,0,55,1144519,1,55,55,1,0.8046875,1,2
8,201,7,6,13,0,3,7,20,47,1144584,1,47,67,1,0.96517413,1,2
6,44,2,0,13,1,2,3,0,0,1144600,1,0,0,1,0.65909091,1,2
10,288,13,8,16,2,4,6,60,15,1144675,1,15,75,1,0.72569444,1,2
14,152,6,3,15,0,4,9,40,40,1144683,1,40,80,1,0.79605263,1,2
10,311,0,0,15,0,3,13,60,25,1144691,1,25,85,1,0.97749196,1,2
11,203,3,6,15,0,2,5,30,40,1144725,1,40,70,1,0.69950739,1,2
14,129,0,0,16,1,2,12,40,0,1144733,1,0,40,0,0.36434109,1,0
8,23,0,0,11,2,1,7,0,40,1144782,1,40,40,1,0.65217391,1,2
11,210,6,7,12,0,1,2,0,0,1144790,1,0,0,1,0.78095238,1,2
9,321,14,33,4,0,1,1,0,30,1144808,1,30,30,1,0.84423676,1,2
6,153,1,3,5,2,4,1,0,32,1144832,1,32,32,1,0.87581699,2,2
10,195,0,5,19,1,3,8,50,16,1144857,1,16,66,1,0.91794872,1,2
12,314,7,5,16,1,5,4,60,0,1144899,1,0,60,0,0.49363057,1,0
13,155,20,0,17,1,7,11,60,0,1144972,1,0,60,1,0.60645161,1,2
8,84,3,0,13,1,1,2,0,32,1145003,1,32,32,1,0.70238095,1,2
10,77,4,1,10,0,4,6,60,40,1145052,1,40,100,1,0.67532468,1,2
10,77,2,0,13,0,4,5,40,0,1145086,1,0,40,1,0.94805195,1,2
10,133,9,9,11,0,1,6,0,40,1145128,1,40,40,1,0.77443609,2,2
10,31,2,0,12,1,3,5,0,25,1145151,1,25,25,1,0.58064516,1,2
8,8,0,0,9,1,1,7,0,36,1145185,1,36,36,1,1,1,2
12,161,6,27,13,0,3,6,0,0,1145250,1,0,0,1,0.96273292,1,2
14,7,0,0,13,1,1,5,45,0,1145268,1,0,45,0,0.28571429,1,0
10,61,0,2,14,1,2,7,0,40,1145292,1,40,40,1,0.80327869,1,2
12,348,2,6,19,0,4,8,50,12,1145318,1,12,62,1,0.80172414,1,2
6,172,14,0,14,6,4,3,0,0,1145359,1,0,0,1,0.52906977,1,2
14,87,0,0,20,1,6,10,45,30,1145383,1,30,75,1,0.51724138,1,2
10,157,1,0,18,0,3,8,40,40,1145391,1,40,80,1,0.68789809,1,2
14,90,6,0,12,0,1,2,0,0,1145433,1,0,0,1,0.57777778,1,2
12,113,8,0,16,0,2,5,0,0,1145458,1,0,0,1,0.92920354,1,2
10,49,1,3,8,0,2,1,0,25,1145508,1,25,25,1,0.85714286,2,2
2,73,0,6,10,3,2,7,0,40,1145532,1,40,40,1,0.89041096,1,2
12,185,30,2,18,1,6,4,60,60,1145540,1,60,120,1,0.92432432,1,2
11,137,4,3,14,0,3,5,0,0,1145565,1,0,0,1,0.95620438,1,2
12,88,0,1,8,0,1,1,0,0,1145623,1,0,0,1,0.93181818,1,2
10,64,7,0,10,0,2,5,40,25,1145649,1,25,65,0,0.4375,1,0
12,296,6,6,14,0,2,4,0,0,1145714,1,0,0,1,0.91554054,1,2
8,32,4,0,8,0,1,5,0,0,1145839,1,0,0,1,1,1,2
8,64,0,0,17,2,3,5,40,40,1145888,1,40,80,1,0.921875,1,2
12,134,4,19,15,0,2,11,44,43,1145920,1,43,87,1,0.88059701,1,2
9,30,0,0,13,1,2,4,20,26,1145961,1,26,46,1,1,1,2
12,45,1,3,10,0,1,6,40,0,1145979,1,0,40,1,0.66666667,1,2
14,102,4,5,17,0,2,7,0,40,1146043,1,40,40,1,0.84313725,1,2
10,84,2,6,17,0,5,6,15,47,1146068,1,47,62,1,0.8452381,1,2
6,97,0,3,8,1,2,6,50,0,1146076,1,0,50,1,0.90721649,1,2
14,131,1,11,21,2,5,11,40,40,1146175,1,40,80,0,0.49618321,1,0
4,125,3,0,8,1,2,2,0,37,1146241,1,37,37,1,0.688,1,2
12,22,5,0,12,0,2,3,0,20,1146258,1,20,20,1,0.90909091,1,2
10,113,5,0,17,0,2,6,50,45,1146316,1,45,95,1,0.61946903,1,2
12,101,8,25,15,0,2,6,40,16,1146365,1,16,56,1,0.98019802,1,2
4,43,0,1,14,0,1,1,0,0,1146423,1,0,0,1,0.58139535,2,2
10,165,0,6,6,1,4,6,77,0,1146431,1,0,77,1,0.98787879,1,2
10,292,7,1,15,0,7,6,40,40,1146514,1,40,80,0,0.19520548,1,0
13,193,3,9,17,1,2,2,0,18,1146522,1,18,18,1,0.96891192,1,2
2,48,0,0,17,0,2,4,0,40,1146571,1,40,40,1,0.70833333,2,2
12,84,2,0,14,2,2,4,0,0,1146589,1,0,0,1,0.76190476,1,2
9,252,1,0,13,3,2,4,40,36,1146605,1,36,76,1,0.8452381,1,2
8,192,12,4,9,0,2,4,0,0,1146639,1,0,0,1,0.734375,1,2
12,30,3,0,16,0,1,2,0,40,1146654,1,40,40,1,0.7,1,2
8,44,0,1,12,4,1,3,0,40,1146688,1,40,40,1,0.72727273,1,2
10,91,2,4,14,0,2,4,0,0,1146696,1,0,0,1,0.56043956,1,2
14,116,0,5,13,0,5,7,40,40,1146753,1,40,80,1,0.79310345,1,2
14,117,1,0,15,1,4,14,50,40,1146787,1,40,90,1,0.58974359,1,2
12,190,5,26,14,1,3,9,40,35,1146795,1,35,75,1,0.98421053,1,2
6,100,0,0,6,0,1,2,0,0,1146803,1,0,0,1,0.82,1,2
12,245,8,5,17,1,4,7,50,40,1146837,1,40,90,1,0.7755102,1,2
14,48,7,13,16,0,4,6,50,0,1146852,1,0,50,1,0.8125,1,2
4,109,1,0,2,1,1,2,0,0,1146878,1,0,0,1,0.99082569,2,2
6,68,0,0,12,0,1,2,0,0,1146944,1,0,0,1,0.86764706,1,2
12,74,8,4,16,0,3,9,40,0,1146993,1,0,40,1,0.72972973,1,2
16,162,23,16,15,0,2,5,40,35,1147025,1,35,75,1,0.77160494,1,2
12,112,6,0,15,2,3,6,40,20,1147041,1,20,60,1,0.89285714,1,2
11,156,2,5,14,0,4,8,50,55,1147116,1,55,105,1,0.62820513,1,2
8,28,0,0,9,1,1,4,0,38,1147132,1,38,38,0,0.28571429,1,0
12,46,1,3,11,0,1,3,40,0,1147157,1,0,40,1,0.52173913,1,2
12,26,1,0,12,1,2,6,30,50,1147165,1,50,80,0,0.5,2,0
12,98,3,4,16,1,3,3,0,40,1147207,1,40,40,1,0.63265306,1,2
4,90,2,0,6,0,1,2,0,0,1147223,1,0,0,1,0.7,1,2
12,38,0,1,14,9,1,2,0,20,1147272,1,20,20,1,0.63157895,1,2
10,23,0,0,8,0,1,7,0,0,1147330,1,0,0,1,0.95652174,1,2
12,333,2,2,17,0,2,6,50,46,1147355,1,46,96,1,0.61561562,1,2
12,275,10,6,17,0,4,6,40,15,1147363,1,15,55,1,0.55272727,1,2
10,94,1,18,12,0,2,11,0,10,1147405,1,10,10,1,0.85106383,1,2
8,31,0,0,14,0,2,10,37,40,1147447,1,40,77,0,0.12903226,1,0
10,40,0,6,10,0,3,3,0,40,1147454,1,40,40,1,0.6,2,2
14,29,0,0,13,0,2,8,20,0,1147512,1,0,20,0,0.4137931,1,0
4,88,3,0,4,0,2,1,0,0,1147538,1,0,0,1,0.95454545,1,2
12,56,3,2,15,1,2,4,0,60,1147546,1,60,60,1,0.75,1,2
14,79,0,0,17,1,1,10,0,50,1147561,1,50,50,1,0.6835443,1,2
6,58,0,0,8,0,1,1,0,25,1147587,1,25,25,1,0.79310345,2,2
10,68,0,2,12,0,2,3,0,0,1147645,1,0,0,1,0.58823529,1,2
12,54,0,0,14,1,2,4,35,0,1147652,1,0,35,1,0.7962963,1,2
12,246,6,8,17,0,3,9,45,45,1147702,1,45,90,1,0.53252033,1,2
10,86,0,0,14,1,2,3,0,20,1147710,1,20,20,0,0.37209302,1,0
10,160,12,0,15,1,5,4,40,24,1147801,1,24,64,1,0.76875,1,2
8,274,6,0,11,0,6,4,50,0,1147835,1,0,50,1,0.63868613,1,2
10,122,0,3,14,3,3,7,50,48,1147843,1,48,98,1,0.63934426,1,2
12,80,9,16,19,1,3,12,40,20,1147892,1,20,60,1,0.6125,1,2
12,35,4,6,15,0,3,6,40,40,1147900,1,40,80,1,0.74285714,2,2
8,153,0,16,15,2,2,4,0,40,1147926,1,40,40,0,0.24183007,1,0
12,196,3,4,14,0,5,6,45,0,1147991,1,0,45,1,0.66326531,1,2
14,100,5,0,14,1,3,5,45,28,1148049,1,28,73,1,0.9,1,2
10,183,5,2,8,1,3,7,40,25,1148064,1,25,65,1,0.66120219,1,2
10,93,0,4,19,1,3,8,52,40,1148098,1,40,92,1,0.66666667,1,2
6,156,6,12,10,0,2,12,0,50,1148106,1,50,50,1,0.66025641,2,2
14,189,9,3,13,2,5,9,44,24,1148171,1,24,68,0,0.48148148,1,0
12,52,2,0,14,0,2,6,40,0,1148205,1,0,40,1,0.78846154,1,2
8,238,4,1,9,1,4,5,40,45,1148239,1,45,85,1,0.72268908,1,2
10,81,0,0,13,1,1,1,0,35,1148254,1,35,35,1,0.72839506,1,2
16,131,6,15,21,3,2,7,0,0,1148296,1,0,0,1,0.82442748,1,2
2,17,2,0,10,0,1,4,0,60,1148312,1,60,60,0,0.47058824,2,0
12,75,0,0,17,0,2,8,0,0,1148320,1,0,0,1,0.74666667,1,2
12,342,3,6,15,1,4,7,40,25,1148379,1,25,65,1,0.59649123,1,2
8,196,1,0,16,0,2,4,0,40,1148395,1,40,40,1,0.75,1,2
10,57,2,1,14,4,2,4,0,44,1148403,1,44,44,1,0.56140351,1,2
8,186,0,0,13,0,2,3,0,0,1148429,1,0,0,1,0.62903226,1,2
14,59,6,3,13,2,4,6,40,45,1148452,1,45,85,1,0.52542373,1,2
10,212,18,9,13,1,5,5,40,24,1148478,1,24,64,1,0.78301887,1,2
12,75,7,1,16,0,4,11,55,20,1148528,1,20,75,1,0.81333333,1,2
12,272,9,4,10,0,1,2,0,14,1148536,1,14,14,1,0.66544118,1,2
11,186,6,7,11,0,4,5,50,0,1148577,1,0,50,1,0.54301075,1,2
16,115,1,0,19,0,3,11,48,50,1148601,1,50,98,0,0.45217391,1,0
10,144,5,2,19,1,4,9,50,40,1148668,1,40,90,1,0.79861111,1,2
12,155,2,3,18,0,2,7,50,0,1148734,1,0,50,1,0.80645161,1,2
12,120,2,3,12,1,3,7,0,55,1148759,1,55,55,0,0.43333333,1,0
14,300,0,0,15,1,4,10,55,65,1148767,1,65,120,1,0.59666667,1,2
2,144,2,0,10,0,5,1,60,50,1148809,1,50,110,1,0.78472222,2,2
4,131,0,0,6,0,1,2,0,0,1148833,1,0,0,1,0.83206107,2,2
10,16,0,0,10,0,1,1,0,0,1148858,1,0,0,1,0.75,2,2
10,99,0,4,11,0,3,7,50,28,1148916,1,28,78,0,0.17171717,1,0
8,47,0,1,10,3,1,1,0,0,1148999,1,0,0,1,0.61702128,2,2
14,78,1,5,17,3,4,6,40,40,1149039,1,40,80,1,0.64102564,1,2
8,40,4,2,10,2,1,4,0,20,1149104,1,20,20,1,0.75,1,2
10,96,0,0,13,0,3,11,60,55,1149120,1,55,115,0,0.22916667,1,0
6,49,11,0,11,1,2,4,0,40,1149153,1,40,40,1,0.65306122,1,2
12,69,0,2,13,2,4,9,40,40,1149161,1,40,80,1,0.85507246,1,2
10,158,5,2,12,0,3,5,45,23,1149187,1,23,68,1,0.58860759,2,2
11,155,0,0,14,0,2,11,50,20,1149245,1,20,70,1,0.67741935,1,2
14,310,0,0,12,2,2,5,0,45,1149286,1,45,45,1,0.61612903,1,2
12,243,0,9,10,0,2,5,0,0,1149328,1,0,0,1,0.75720165,3,2
8,116,3,3,14,1,3,4,0,40,1149336,1,40,40,0,0.19827586,1,0
12,97,15,1,14,0,1,8,20,0,1149344,1,0,20,1,0.90721649,1,2
10,59,4,0,15,9,3,13,50,40,1149435,1,40,90,0,0.42372881,1,0
10,124,10,6,17,0,4,7,60,0,1149500,1,0,60,1,0.81451613,1,2
12,162,0,4,13,0,2,3,0,15,1149559,1,15,15,1,0.92592593,1,2
16,237,6,0,14,3,3,12,55,45,1149575,1,45,100,1,0.72995781,1,2
12,67,4,22,13,0,2,4,0,0,1149617,1,0,0,1,0.80597015,1,2
10,382,10,0,14,2,2,7,60,0,1149682,1,0,60,1,0.64136126,1,2
8,273,0,6,15,3,3,4,40,0,1149724,1,0,40,1,0.83882784,1,2
10,192,4,7,7,1,3,4,46,40,1149781,1,40,86,1,0.63020833,1,2
12,208,2,6,17,0,4,9,50,40,1149831,1,40,90,1,0.62980769,1,2
10,106,0,1,14,0,1,2,0,20,1149849,1,20,20,1,0.63207547,2,2
8,115,4,0,14,1,3,2,0,0,1149872,1,0,0,1,0.69565217,1,2
18,71,0,0,15,0,2,11,55,55,1149922,1,55,110,0,0.38028169,1,0
12,108,0,0,14,0,5,6,24,40,1149930,1,40,64,1,0.60185185,1,2
10,129,6,0,13,0,4,9,40,40,1149955,1,40,80,1,0.82170543,1,2
14,26,0,0,12,0,1,3,0,40,1149963,1,40,40,0,0.42307692,2,0
11,117,3,3,13,0,3,9,60,30,1150037,1,30,90,1,0.67521368,1,2
10,294,15,2,14,0,3,6,40,40,1150045,1,40,80,0,0.30272109,1,0
14,41,2,2,11,0,1,4,40,0,1150094,1,0,40,1,0.90243902,1,2
14,76,9,0,10,0,2,8,0,0,1150151,1,0,0,1,0.75,1,2
14,115,3,6,14,1,5,10,60,70,1150177,1,70,130,0,0.31304348,1,0
12,56,4,1,15,0,1,5,0,32,1150185,1,32,32,1,0.69642857,1,2
16,276,4,9,17,1,3,8,50,60,1150243,1,60,110,0,0.38405797,1,0
12,102,6,13,16,1,2,6,40,16,1150268,1,16,56,0,0.34313725,1,0
10,135,0,3,12,0,2,6,50,45,1150367,1,45,95,1,0.78518519,1,2
10,36,3,11,16,0,1,3,0,0,1150375,1,0,0,1,0.83333333,1,2
4,166,4,2,10,4,2,2,40,11,1150383,1,11,51,1,0.93975904,2,2
14,233,9,1,16,0,2,5,0,40,1150391,1,40,40,1,0.85407725,1,2
10,167,0,10,12,1,3,6,45,40,1150433,1,40,85,1,0.59281437,1,2
6,483,2,0,8,2,3,2,0,0,1150441,1,0,0,1,0.87991718,2,2
12,41,1,2,12,0,2,8,0,40,1150466,1,40,40,1,0.68292683,1,2
14,194,7,5,15,1,5,11,50,25,1150516,1,25,75,1,0.57216495,1,2
10,324,3,2,13,1,3,8,40,40,1150524,1,40,80,0,0.36419753,1,0
6,38,0,7,10,0,1,3,0,40,1150532,1,40,40,1,0.97368421,1,2
12,113,0,0,10,1,3,4,30,30,1150565,1,30,60,1,0.82300885,1,2
8,150,2,0,13,0,4,8,45,40,1150573,1,40,85,0,0.38666667,1,0
12,201,6,14,14,1,4,8,40,40,1150581,1,40,80,1,0.73631841,1,2
12,228,9,18,14,0,5,6,40,33,1150615,1,33,73,1,0.74122807,1,2
12,186,13,0,12,0,4,8,45,30,1150698,1,30,75,1,0.90322581,1,2
7,244,1,8,1,1,2,1,0,20,1150722,1,20,20,0,0.4795082,1,0
16,128,12,3,19,0,3,7,60,0,1150797,1,0,60,1,0.6796875,1,2
12,137,0,2,18,0,3,14,40,0,1150862,1,0,40,1,0.89051095,1,2
7,44,2,0,16,2,2,6,0,36,1151001,1,36,36,1,0.56818182,2,2
10,79,0,0,6,0,3,2,0,0,1151019,1,0,0,1,0.82278481,1,2
12,81,6,0,10,0,1,5,0,26,1151043,1,26,26,1,0.7037037,3,2
14,1472,10,1,16,1,2,14,40,40,1151050,1,40,80,1,0.90896739,1,2
4,28,4,1,6,0,1,5,0,0,1151084,1,0,0,1,0.67857143,2,2
14,164,0,7,17,2,4,7,50,6,1151092,1,6,56,1,0.60365854,1,2
10,113,0,2,15,1,4,10,48,46,1151118,1,46,94,1,0.96460177,1,2
14,167,0,0,15,2,4,8,55,0,1151142,1,0,55,1,0.62874251,1,2
10,78,4,1,16,0,2,5,0,0,1151225,1,0,0,1,0.53846154,1,2
12,46,0,8,13,1,2,6,40,0,1151290,1,0,40,1,0.52173913,1,2
12,195,7,13,14,0,2,6,0,0,1151340,1,0,0,1,0.61025641,1,2
8,246,7,10,10,0,2,11,0,0,1151381,1,0,0,1,0.7601626,1,2
14,279,12,2,15,1,4,4,40,40,1151498,1,40,80,0,0.25448029,1,0
14,54,0,1,12,0,6,7,50,52,1151514,1,52,102,0,0.40740741,1,0
12,274,8,5,14,0,2,6,0,0,1151522,1,0,0,1,0.68248175,1,2
16,122,0,2,18,0,2,8,50,40,1151555,1,40,90,1,0.60655738,1,2
10,379,0,0,8,0,4,5,45,40,1151563,1,40,85,1,0.73087071,1,2
10,66,0,1,10,1,3,6,32,50,1151670,1,50,82,1,0.59090909,1,2
12,48,4,7,17,1,2,11,0,40,1151688,1,40,40,1,0.72916667,1,2
14,235,6,1,10,0,2,5,10,42,1151712,1,42,52,1,0.88510638,3,2
10,136,0,0,17,1,2,5,45,30,1151746,1,30,75,1,0.72058824,2,2
12,130,12,8,14,0,2,5,0,0,1151860,1,0,0,1,0.88461538,1,2
16,315,10,15,17,1,4,10,50,40,1151894,1,40,90,1,0.55238095,1,2
10,211,6,3,12,4,6,4,0,37,1151902,1,37,37,0,0.49763033,2,0
10,36,0,0,9,1,4,3,40,10,1151928,1,10,50,1,0.83333333,1,2
10,71,0,1,14,0,5,9,45,0,1151969,1,0,45,1,0.8028169,1,2
12,301,1,4,15,1,5,9,40,40,1151977,1,40,80,1,0.62790698,1,2
11,365,6,4,13,0,5,6,55,30,1152082,1,30,85,0,0.42465753,1,0
9,87,0,2,12,0,4,9,45,45,1152116,1,45,90,0,0.28735632,1,0
12,83,2,2,16,0,4,6,50,0,1152132,1,0,50,1,0.96385542,1,2
10,125,10,0,15,0,4,7,50,40,1152140,1,40,90,0,0.36,1,0
12,175,0,7,13,0,4,12,50,45,1152173,1,45,95,0,0.23428571,1,0
10,185,9,10,18,0,2,5,24,40,1152199,1,40,64,1,0.76216216,1,2
8,87,0,1,13,0,1,2,0,0,1152256,1,0,0,1,0.79310345,1,2
